,Team,Median of Gls,Mean of Gls,Std of Gls,Median of Ast,Mean of Ast,Std of Ast,Median of CrdY,Mean of CrdY,Std of CrdY,Median of CrdR,Mean of CrdR,Std of CrdR,Median of xG,Mean of xG,Std of xG,Median of xAG,Mean of xAG,Std of xAG,Median of PrgC,Mean of PrgC,Std of PrgC,Median of PrgP,Mean of PrgP,Std of PrgP,Median of PrgR,Mean of PrgR,Std of PrgR,Median of Gls/90,Mean of Gls/90,Std of Gls/90,Median of Ast/90,Mean of Ast/90,Std of Ast/90,Median of xG/90,Mean of xG/90,Std of xG/90,Median of xGA/90,Mean of xGA/90,Std of xGA/90,Median of GA90,Mean of GA90,Std of GA90,Median of Save%,Mean of Save%,Std of Save%,Median of CS%,Mean of CS%,Std of CS%,Median of PSave%,Mean of PSave%,Std of PSave%,Median of SoT%,Mean of SoT%,Std of SoT%,Median of SoT/90,Mean of SoT/90,Std of SoT/90,Median of G/sh,Mean of G/sh,Std of G/sh,Median of Dist,Mean of Dist,Std of Dist,Median of Cmp,Mean of Cmp,Std of Cmp,Median of Cmp%,Mean of Cmp%,Std of Cmp%,Median of TotDist,Mean of TotDist,Std of TotDist,Median of SCmp%,Mean of SCmp%,Std of SCmp%,Median of MCmp%,Mean of MCmp%,Std of MCmp%,Median of LCmpt%,Mean of LCmpt%,Std of LCmpt%,Median of KP,Mean of KP,Std of KP,Median of 1/3(passing),Mean of 1/3(passing),Std of 1/3(passing),Median of PPA,Mean of PPA,Std of PPA,Median of CrsPA,Mean of CrsPA,Std of CrsPA,Median of PrgP(passing),Mean of PrgP(passing),Std of PrgP(passing),Median of SCA,Mean of SCA,Std of SCA,Median of SCA90,Mean of SCA90,Std of SCA90,Median of GCA,Mean of GCA,Std of GCA,Median of GCA90,Mean of GCA90,Std of GCA90,Median of Tkl,Mean of Tkl,Std of Tkl,Median of TklW,Mean of TklW,Std of TklW,Median of Att(defense),Mean of Att(defense),Std of Att(defense),Median of Lost(defense),Mean of Lost(defense),Std of Lost(defense),Median of Blocks,Mean of Blocks,Std of Blocks,Median of Sh,Mean of Sh,Std of Sh,Median of Pass,Mean of Pass,Std of Pass,Median of Int,Mean of Int,Std of Int,Median of Touches,Mean of Touches,Std of Touches,Median of Def Pen,Mean of Def Pen,Std of Def Pen,Median of Def 3rd,Mean of Def 3rd,Std of Def 3rd,Median of Mid 3rd,Mean of Mid 3rd,Std of Mid 3rd,Median of Att 3rd,Mean of Att 3rd,Std of Att 3rd,Median of Att Pen,Mean of Att Pen,Std of Att Pen,Median of Att(possession),Mean of Att(possession),Std of Att(possession),Median of Succ%,Mean of Succ%,Std of Succ%,Median of Tkld%,Mean of Tkld%,Std of Tkld%,Median of Carries,Mean of Carries,Std of Carries,Median of PrgDist,Mean of PrgDist,Std of PrgDist,Median of PrgC(possession),Mean of PrgC(possession),Std of PrgC(possession),Median of 1/3(possession),Mean of 1/3(possession),Std of 1/3(possession),Median of CPA,Mean of CPA,Std of CPA,Median of Mis,Mean of Mis,Std of Mis,Median of Dis,Mean of Dis,Std of Dis,Median of Rec,Mean of Rec,Std of Rec,Median of PrgR(possession),Mean of PrgR(possession),Std of PrgR(possession),Median of Fls,Mean of Fls,Std of Fls,Median of Fld,Mean of Fld,Std of Fld,Median of Off,Mean of Off,Std of Off,Median of Crs,Mean of Crs,Std of Crs,Median of Recov,Mean of Recov,Std of Recov,Median of Won,Mean of Won,Std of Won,Median of Lost,Mean of Lost,Std of Lost,Median of Won%,Mean of Won%,Std of Won%
0,Arsenal,2.0,2.6818181818181817,2.766919614995014,1.5,2.1818181818181817,2.6119936490180873,2.5,2.8636363636363638,1.8846612565519705,0.0,0.22727272727272727,0.5284134548067253,1.65,2.4363636363636365,2.520307134447715,0.8500000000000001,1.8545454545454545,2.1100050265630204,22.5,33.59090909090909,30.858600855405722,54.5,73.0909090909091,59.40731804440794,50.0,72.0909090909091,73.23667380220371,0.09,0.16045454545454546,0.17027924607838046,0.26,0.3018181818181818,0.265323456928589,0.095,0.1559090909090909,0.14371463427186565,0.095,0.1209090909090909,0.11924001768777885,0.0,0.03727272727272727,0.17482458741160053,0.0,3.477272727272727,16.309854801204196,0.0,1.6545454545454545,7.760506075344218,0.0,0.0,0.0,30.299999999999997,25.468181818181815,18.346334429879636,0.23,0.4068181818181818,0.4111353196725514,0.1,0.11863636363636365,0.13144962658373863,14.65,14.068181818181818,5.964289473000864,435.0,669.5909090909091,523.6096927957029,82.9,82.12272727272727,6.245679025815089,6748.0,10962.272727272728,9314.89653947512,92.0,90.76363636363637,4.787836319609999,85.85,84.60454545454546,8.219169073558485,52.7,55.39545454545455,9.961089884561412,10.0,16.727272727272727,16.95142027532352,37.5,54.59090909090909,50.94316075495932,9.0,17.59090909090909,17.807593594037055,1.5,2.9545454545454546,3.6577025410478474,54.5,73.0909090909091,59.40731804440794,23.5,37.86363636363637,32.47606511255336,2.255,2.454090909090909,1.430666375174966,3.0,4.7272727272727275,5.311100847074193,0.245,0.29863636363636364,0.3190506073388515,19.0,23.772727272727273,20.14928054530748,12.0,14.045454545454545,12.210367463474372,20.0,20.318181818181817,14.065785450742533,10.5,10.0,6.921326600064607,10.0,12.681818181818182,10.562225431252925,1.5,4.090909090909091,6.654100711370115,7.5,8.590909090909092,6.863700868364647,6.0,8.909090909090908,8.31469777768255,738.5,945.8636363636364,633.6486404681222,23.0,71.22727272727273,158.29145265201146,114.5,237.0909090909091,314.93595858310306,275.5,406.1363636363636,362.591636424773,223.5,309.77272727272725,226.99589503697277,37.0,51.45454545454545,47.36658182298015,22.0,29.227272727272727,28.41684915709896,44.3,48.72727272727273,21.659204176080095,34.3,37.14090909090909,17.396870520185633,388.5,553.4545454545455,381.2139415919481,1208.5,1555.409090909091,1043.422284010919,22.5,33.59090909090909,30.858600855405722,18.0,20.59090909090909,17.089844076607914,4.0,11.590909090909092,14.191409510549114,15.0,18.772727272727273,14.745239161237023,12.5,15.181818181818182,12.893838926056207,517.5,662.8636363636364,457.44313156360613,50.0,72.0909090909091,73.23667380220371,14.0,16.454545454545453,10.89660179762162,17.0,16.045454545454547,11.315717146758953,1.5,3.3636363636363638,3.7102875584290995,11.0,31.181818181818183,41.232946100852935,46.5,56.54545454545455,38.479094228433866,10.5,19.454545454545453,19.84637971718741,15.5,18.545454545454547,17.67087265133616,51.15,48.51818181818182,19.40013834912957
1,Aston Villa,1.0,1.8571428571428572,3.2853692020305405,0.0,1.4642857142857142,2.3645866110738765,2.0,2.4285714285714284,2.251395804558378,0.0,0.07142857142857142,0.262265264156481,0.8,1.9107142857142858,2.9346385083350857,0.45,1.4,1.9434600682898109,16.5,23.107142857142858,22.73411416989778,33.5,42.75,46.34382375246997,20.0,42.32142857142857,50.75945711660525,0.04,0.1757142857142857,0.2921748407480315,0.135,0.26107142857142857,0.3389454155302808,0.08499999999999999,0.19214285714285714,0.2458598990219632,0.06,0.09178571428571429,0.1041029964142909,0.0,0.12178571428571429,0.4543131043954123,0.0,4.339285714285714,15.994150303012159,0.0,4.114285714285715,19.009816456060847,0.0,1.7857142857142858,9.44911182523068,25.0,26.25,22.82273882353753,0.2,0.4692857142857143,0.6725238730248613,0.04,0.0675,0.08249017898895376,16.15,15.107142857142858,6.813327276113234,396.0,476.2857142857143,412.7790958982565,82.1,81.20714285714287,7.172577850108916,5630.5,8145.321428571428,7681.895951610883,91.35,89.98928571428571,5.576228599763947,86.2,86.49285714285715,7.517285196104826,53.4,54.103571428571435,15.298183918914404,6.0,11.75,14.54399456056615,22.0,36.785714285714285,45.3581281399463,7.5,10.25,12.37567805849067,0.0,1.8214285714285714,3.672254040157045,33.5,42.75,46.34382375246997,20.0,27.928571428571427,28.94557929713207,1.7799999999999998,2.1167857142857143,1.411959640519171,2.0,3.357142857142857,3.7536578280321566,0.18,0.2357142857142857,0.21726291584891935,10.5,21.0,20.061018031108105,6.0,12.107142857142858,12.23637348150325,10.5,17.571428571428573,18.286664988513255,5.0,7.607142857142857,8.052325570290057,9.5,10.642857142857142,8.895334964293594,2.5,3.5,4.132078662619345,5.5,7.142857142857143,6.222505662478478,5.0,7.928571428571429,8.25038078325983,647.5,700.6428571428571,555.0432224935089,30.0,84.64285714285714,186.735545682026,132.5,236.10714285714286,290.60477670435193,238.5,299.0,290.47470725616637,113.5,172.46428571428572,165.57452884781102,19.0,30.857142857142858,37.05222968820804,17.0,23.392857142857142,28.652889823508122,47.15,48.917857142857144,26.4274836398472,40.6,37.42142857142857,23.71252766480132,383.5,395.5357142857143,307.1169981116326,1055.5,1147.4642857142858,909.9719361624152,16.5,23.107142857142858,22.73411416989778,12.5,14.428571428571429,12.679609093835928,2.0,7.0,10.413666234542205,8.5,16.214285714285715,20.975041858179473,7.5,12.321428571428571,14.971710536946553,472.0,467.60714285714283,373.8766224785642,20.0,42.32142857142857,50.75945711660525,8.5,13.321428571428571,13.419316015656026,8.5,15.821428571428571,17.05123775550353,1.0,1.7857142857142858,2.7265110368128775,4.5,19.5,33.706247360261145,37.5,45.214285714285715,35.38712586872064,8.0,12.035714285714286,11.714132467703251,9.5,13.464285714285714,13.593250348112294,45.2,38.88214285714286,24.724737253915002
2,Bournemouth,1.0,2.217391304347826,3.410632062711203,1.0,1.608695652173913,2.0167284586402126,3.0,3.608695652173913,2.96554656061274,0.0,0.043478260869565216,0.20851441405707472,1.0,2.617391304347826,3.4702177261943774,1.1,1.7565217391304346,1.830008963454581,19.0,28.47826086956522,33.227685013906694,41.0,56.82608695652174,50.939047510380696,31.0,56.0,69.68891916614473,0.03,0.1356521739130435,0.18322430582501684,0.18,0.2365217391304348,0.2712698873422116,0.08,0.18478260869565216,0.2047142035578868,0.1,0.13043478260869565,0.14898072666286752,0.0,0.14217391304347826,0.3782730678147628,0.0,10.417391304347825,27.540179773855588,0.0,2.0391304347826087,6.835651138129668,0.0,0.0,0.0,28.6,21.817391304347826,18.09624903810212,0.16,0.5543478260869565,0.6596543591289203,0.06,0.05043478260869565,0.053553563744379515,14.8,13.708695652173914,6.8200848464115875,415.0,478.7391304347826,387.9912390518988,74.1,73.92608695652174,6.721486401581148,6761.0,8706.608695652174,7498.847103747048,88.0,86.81739130434782,7.304584623490863,78.8,81.45652173913044,10.777452308447927,47.0,47.126086956521746,18.176938870980656,11.0,17.130434782608695,16.147908245697412,35.0,46.78260869565217,46.55295764624036,6.0,12.73913043478261,13.525119361948002,2.0,3.782608695652174,5.213239454758262,41.0,56.82608695652174,50.939047510380696,28.0,39.52173913043478,35.50143347325747,2.35,2.62,1.8788971620220587,2.0,3.782608695652174,4.010854836782196,0.22,0.23043478260869565,0.20857695900095716,21.0,27.08695652173913,22.797354398897536,10.0,15.73913043478261,14.203768358190109,23.0,24.26086956521739,20.684243874602515,12.0,12.73913043478261,10.309824931519305,14.0,17.347826086956523,15.581482878585472,2.0,5.043478260869565,6.643371685505686,8.0,12.304347826086957,11.81076081995758,8.0,13.521739130434783,15.069142357261052,778.0,809.2173913043479,595.094641558019,41.0,84.26086956521739,140.8623497639723,148.0,242.7826086956522,263.0634138070029,285.0,346.17391304347825,307.44794861361385,118.0,230.34782608695653,229.3121351694419,19.0,38.56521739130435,47.16010070827063,16.0,25.91304347826087,31.02332413388684,40.0,37.517391304347825,23.251698905161415,43.2,37.39565217391304,23.113366425293425,454.0,435.4347826086956,325.20382784381366,1059.0,1363.3478260869565,1229.297050006283,19.0,28.47826086956522,33.227685013906694,15.0,19.73913043478261,19.214618940475194,1.0,8.91304347826087,15.828377977768746,17.0,22.17391304347826,20.135116709400663,8.0,13.434782608695652,16.527734506130546,406.0,473.8695652173913,350.875697278554,31.0,56.0,69.68891916614473,15.0,19.347826086956523,17.458024192206064,10.0,14.826086956521738,13.12752893008721,0.0,2.652173913043478,4.848698941254748,10.0,31.565217391304348,39.50584086499859,55.0,69.91304347826087,55.65389232771861,20.0,22.304347826086957,20.334553625448606,22.0,23.608695652173914,20.198422824195465,45.8,48.13913043478261,20.465752748753772
3,Brentford,0.0,2.6666666666666665,5.11207720338155,1.0,1.7619047619047619,2.4475449312476756,2.0,2.2857142857142856,1.5856499343441837,0.0,0.047619047619047616,0.21821789023599236,0.8,2.419047619047619,3.832834336051983,1.2,1.7380952380952381,2.1989716211166055,12.0,24.523809523809526,31.18592478606181,51.0,55.904761904761905,52.115165510535185,27.0,55.285714285714285,73.31039684597462,0.0,0.11142857142857142,0.18738424998611047,0.12,0.19285714285714284,0.24027365351080124,0.06,0.1180952380952381,0.1568636046895215,0.08,0.09380952380952381,0.08169921605965325,0.0,0.1319047619047619,0.4191135770601932,0.0,5.871428571428571,18.906272579679552,0.0,5.504761904761905,21.916899328839293,0.0,0.0,0.0,28.6,26.390476190476193,19.754237640615365,0.17,0.3138095238095238,0.37354352076399605,0.0,0.06666666666666668,0.08338664961091394,14.7,12.833333333333334,7.45770295287586,471.0,553.8571428571429,426.4507340495835,77.2,76.54285714285714,7.969226526368253,7521.0,10141.904761904761,8967.726684644007,87.1,86.5,7.891134265744056,79.9,81.97142857142858,10.019488153450897,55.1,55.41904761904762,13.44327411933637,8.0,13.619047619047619,16.7405979298118,41.0,45.76190476190476,38.296089567872016,7.0,13.523809523809524,17.89306862340568,2.0,3.7142857142857144,5.04125834631451,51.0,55.904761904761905,52.115165510535185,21.0,32.285714285714285,34.527008062012634,1.72,1.8771428571428572,1.1752027180752385,2.0,4.619047619047619,5.696281159460008,0.2,0.26571428571428574,0.24904962213525697,24.0,25.952380952380953,21.287264245262215,16.0,15.571428571428571,12.484275824297653,24.0,24.285714285714285,19.59117877296529,10.0,11.285714285714286,9.930472582625951,17.0,19.952380952380953,18.334328977293364,4.0,8.19047619047619,12.131030655385581,12.0,11.761904761904763,9.74630577144367,8.0,12.238095238095237,11.911778884384823,762.0,889.047619047619,639.2070459710591,47.0,138.52380952380952,274.6520742771878,216.0,348.85714285714283,401.44156308412886,325.0,329.7142857142857,263.5502120767773,158.0,218.66666666666666,222.92517429248164,24.0,40.80952380952381,44.29516796177552,12.0,25.714285714285715,32.42243491340966,45.0,43.18571428571428,23.27641049892113,42.1,39.18095238095238,20.12010484683465,382.0,470.7142857142857,345.33608888402364,1164.0,1298.6190476190477,1089.2998887446226,12.0,24.523809523809526,31.18592478606181,9.0,15.19047619047619,18.24724375794615,1.0,8.666666666666666,16.674331570810665,14.0,21.285714285714285,23.82255833688493,8.0,12.047619047619047,12.997985191852582,475.0,545.6190476190476,392.1734917342676,27.0,55.285714285714285,73.31039684597462,11.0,12.428571428571429,10.107281674967945,10.0,14.19047619047619,13.555880818371957,1.0,2.9523809523809526,4.477456761111049,13.0,27.904761904761905,42.8181092084935,50.0,67.33333333333333,53.943797913507474,12.0,26.0,29.816103031751148,14.0,23.095238095238095,23.08225457338334,55.1,54.03809523809524,19.42836782106197
4,Brighton,1.0,1.8214285714285714,2.881017971180421,1.0,1.1785714285714286,1.5408889072021463,2.0,2.5714285714285716,2.5155600426231786,0.0,0.10714285714285714,0.314970394174356,0.6,1.832142857142857,2.586869060155835,0.75,1.2571428571428573,1.3966702655558436,16.0,24.785714285714285,29.44216822588428,37.0,47.214285714285715,48.245788258210524,26.5,46.92857142857143,61.07125684557682,0.035,0.12107142857142858,0.1517878462346385,0.105,0.20035714285714287,0.22719680068915196,0.08499999999999999,0.13071428571428573,0.12289497387271216,0.09,0.10321428571428572,0.07707877506900045,0.0,0.07785714285714285,0.3278816085210471,0.0,4.953571428571428,18.25298518746915,0.0,2.4785714285714286,10.008047026818234,0.0,0.0,0.0,27.05,27.25714285714286,22.203960750638004,0.27,0.4439285714285714,0.6539302221565657,0.05,0.07357142857142858,0.08978221739769275,16.05,16.132142857142856,5.820147228087427,323.0,489.39285714285717,464.6019673820141,80.55,79.45,8.189130103487907,4664.0,8341.535714285714,8879.287168928982,91.1,89.57857142857142,6.182254002405964,82.1,81.65357142857144,9.898240851670156,52.05,54.11785714285714,16.088759673470417,8.5,11.285714285714286,9.801198501381965,19.5,36.607142857142854,47.02508336631064,7.0,10.5,10.29023269362209,1.0,2.7857142857142856,3.735288603626359,37.0,47.214285714285715,48.245788258210524,22.0,28.571428571428573,23.203493624928907,2.635,2.5435714285714286,1.3438094394384232,3.0,3.25,2.939198681424733,0.25,0.29714285714285715,0.34210521603152855,16.0,21.25,18.420248520461268,9.5,12.821428571428571,11.132380436361945,17.5,21.571428571428573,17.8479764833514,9.0,11.142857142857142,8.847323452611658,11.5,13.607142857142858,11.917429767996632,2.0,3.7857142857142856,5.216477759143635,8.5,9.821428571428571,9.7336893824854,8.5,9.857142857142858,9.41910700223629,583.0,733.3214285714286,595.8941649488655,22.5,80.75,185.92065711141603,117.5,235.46428571428572,312.16798447166315,227.0,319.14285714285717,310.6623407287887,135.5,186.96428571428572,173.58538984067053,15.5,32.67857142857143,40.92545488009703,12.0,25.785714285714285,31.371557232222365,41.7,43.17142857142857,22.755395894777187,47.15,45.496428571428574,22.282221482156896,341.0,428.60714285714283,373.3442795305709,945.5,1293.7857142857142,1407.4780797488625,16.0,24.785714285714285,29.44216822588428,15.0,17.571428571428573,18.080946737398317,2.0,7.642857142857143,14.032275720807437,10.0,17.857142857142858,18.70574141553234,7.0,11.0,11.84780023339229,387.5,483.7142857142857,410.4661178007679,26.5,46.92857142857143,61.07125684557682,9.5,13.821428571428571,12.147408110766833,7.5,13.035714285714286,14.482383021775732,1.0,1.2857142857142858,1.7608319342086856,10.0,21.035714285714285,25.58860009899828,38.0,50.67857142857143,42.27516000489121,11.5,16.464285714285715,17.493876479663232,10.5,14.535714285714286,14.286699701463188,51.9,49.510714285714286,21.561047512615655
5,Chelsea,1.0,2.1538461538461537,3.3904844219351036,1.0,1.6538461538461537,2.115510485765697,2.5,3.6153846153846154,3.2505620815720233,0.0,0.038461538461538464,0.19611613513818402,0.7,2.4076923076923076,3.936284855233226,1.05,1.8538461538461537,2.284772333381297,11.0,29.307692307692307,37.25884510370039,30.5,54.96153846153846,60.636280076687264,11.5,54.23076923076923,72.45042867633438,0.05,0.14692307692307693,0.20685781069651166,0.16,0.2830769230769231,0.3726743267870137,0.08,0.15730769230769232,0.17907669177886198,0.1,0.155,0.1698293260894596,0.0,0.10192307692307692,0.36345034577800833,0.0,5.673076923076923,20.052322712190882,0.0,1.6384615384615382,5.9326268666132655,0.0,0.7692307692307693,3.9223227027636813,30.9,26.153846153846153,22.339905653681363,0.26,0.4553846153846154,0.48337340240630344,0.06,0.08346153846153846,0.11610141455442505,13.6,13.353846153846153,6.523939347923508,451.0,618.6153846153846,559.3313920690008,84.75,84.17307692307692,6.483922127373691,7272.0,10694.73076923077,10041.238491571414,92.55,91.18846153846154,5.822530509878119,90.7,88.46153846153847,7.360928035136706,58.75,57.59615384615385,17.913402374071335,6.0,15.961538461538462,20.506546797022207,25.5,51.42307692307692,56.10716394680671,4.0,12.461538461538462,16.509950379648682,0.0,2.6153846153846154,5.146470037428942,30.5,54.96153846153846,60.636280076687264,15.0,37.07692307692308,44.89447456150752,1.7850000000000001,2.3438461538461537,1.6872298644181873,2.0,3.8461538461538463,4.42440782652149,0.21000000000000002,0.2561538461538462,0.24560255573714088,11.0,19.115384615384617,22.38093281894555,8.0,11.961538461538462,13.869335295480512,11.5,18.153846153846153,21.046030139087627,5.5,9.153846153846153,11.191755207088146,9.0,11.846153846153847,12.802163278734755,1.5,3.5,5.270673581241775,5.5,8.346153846153847,9.465483855323225,7.0,9.115384615384615,10.401257320447073,683.0,857.7307692307693,727.1223037532163,19.5,79.65384615384616,168.3859714602597,120.0,256.38461538461536,314.8897047441313,235.5,385.7692307692308,393.3775090360208,91.5,222.57692307692307,248.06372940467102,11.0,38.88461538461539,49.021894637459226,12.5,26.0,31.63162973986639,40.650000000000006,42.534615384615385,23.145417556098526,40.2,35.76153846153846,24.74149675218663,381.5,499.4230769230769,403.3060548096865,979.0,1410.1538461538462,1118.1385492793884,11.0,29.307692307692307,37.25884510370039,9.5,16.76923076923077,18.5586803244362,1.0,10.653846153846153,19.48526070175569,6.0,15.346153846153847,17.921924690595723,5.5,10.307692307692308,11.241954387985144,462.0,613.5,513.9312210792413,11.5,54.23076923076923,72.45042867633438,7.0,14.653846153846153,15.369950703088954,10.0,15.038461538461538,16.244336291103476,1.0,2.076923076923077,3.697816403480053,3.0,22.692307692307693,38.444525468023905,36.5,52.46153846153846,48.260319741361656,8.0,13.538461538461538,16.13004840471539,8.0,13.384615384615385,14.229762958185699,40.6,44.83076923076923,27.061009134631608
6,Crystal Palace,0.0,1.7619047619047619,3.1607714549578225,1.0,1.4761904761904763,2.0885173597326796,2.0,3.4285714285714284,3.295017884191656,0.0,0.19047619047619047,0.40237390808147827,1.0,2.3523809523809525,3.259696158788277,1.2,1.8047619047619048,2.020513843178559,11.0,20.61904761904762,21.27551689260731,45.0,47.57142857142857,37.67833784626311,10.0,47.095238095238095,61.06300415300967,0.0,0.08619047619047619,0.12947880870923204,0.08,0.14809523809523809,0.16606080355156203,0.08,0.1380952380952381,0.13673401360374995,0.11,0.10238095238095238,0.07395300953340316,0.0,0.06476190476190477,0.2967763307209496,0.0,3.2095238095238097,14.707885801905888,0.0,1.4428571428571428,6.61200207415057,0.0,2.380952380952381,10.91089451179962,36.4,30.285714285714285,18.020579505506632,0.34,0.5,0.47234521274169805,0.0,0.06380952380952382,0.0898596789709484,17.7,18.19047619047619,5.667530746445471,479.0,490.2857142857143,369.8098353014888,75.4,74.13333333333333,6.948620966302116,7616.0,8794.857142857143,7188.500833175957,85.0,84.44761904761906,6.444115070947993,81.9,79.94761904761906,10.469317983881236,46.5,49.10952380952381,18.21394808277175,9.0,15.047619047619047,15.058141287941849,27.0,36.666666666666664,30.565230791429226,4.0,11.0,11.606032913963324,1.0,2.7142857142857144,3.96412483586046,45.0,47.57142857142857,37.67833784626311,26.0,35.04761904761905,32.83363548326044,2.0,2.2047619047619045,1.4987148462853734,3.0,3.380952380952381,3.138091625115342,0.16,0.1738095238095238,0.16372159877292278,21.0,31.857142857142858,28.597702205397052,13.0,18.666666666666668,17.689921801221544,23.0,27.523809523809526,21.205232957029846,14.0,13.857142857142858,9.691675367477568,17.0,20.047619047619047,17.448427409013657,3.0,5.761904761904762,6.752071992394349,13.0,14.285714285714286,12.442438897349897,11.0,13.285714285714286,13.546744469217897,795.0,838.952380952381,586.6166956531732,27.0,104.95238095238095,206.99431784241716,168.0,314.9047619047619,348.80379940045157,365.0,348.57142857142856,256.43879804518104,132.0,183.47619047619048,173.75460254267196,15.0,31.38095238095238,33.45216912320662,12.0,19.904761904761905,27.962304557930775,40.0,39.17142857142857,24.91359353560106,46.3,46.17619047619047,27.861692424580113,396.0,418.42857142857144,295.0163675846768,897.0,1028.2380952380952,753.2046139504127,11.0,20.61904761904762,21.27551689260731,10.0,14.619047619047619,13.384603806150523,1.0,5.095238095238095,7.245031137992175,13.0,20.523809523809526,20.350968152938197,12.0,14.19047619047619,14.11601589549632,498.0,485.76190476190476,331.3354651651261,10.0,47.095238095238095,61.06300415300967,12.0,17.333333333333332,15.761768090329628,18.0,17.047619047619047,14.7427141004504,1.0,3.0952380952380953,4.918381460447755,9.0,24.476190476190474,30.393451675680154,59.0,69.23809523809524,51.414885745185465,16.0,21.238095238095237,21.205906634484556,19.0,27.095238095238095,24.663545491078047,42.9,40.614285714285714,19.0443242388457
7,Everton,1.0,1.4090909090909092,1.967814618376023,1.0,0.9090909090909091,1.1087999050492516,3.0,3.227272727272727,2.223935126276719,0.0,0.09090909090909091,0.29424494316824984,0.95,1.65,1.9466087727855625,0.9500000000000001,1.268181818181818,1.1132904312961576,11.5,19.09090909090909,19.600556578368334,33.5,39.95454545454545,33.462811302395686,23.0,39.22727272727273,39.18203161822523,0.04,0.09409090909090909,0.12730387683129316,0.09,0.15363636363636363,0.15567198281568279,0.05,0.1159090909090909,0.1262898816181811,0.06,0.08454545454545453,0.07424074562993228,0.0,0.055,0.2579728667902886,0.0,3.2181818181818183,15.094610717977218,0.0,1.3772727272727272,6.459981705574997,0.0,4.545454545454546,21.320071635561042,34.05,30.91818181818182,23.703016411692985,0.26,0.3740909090909091,0.3939018380366586,0.05,0.07727272727272727,0.10365610809107557,17.05,16.504545454545454,6.378272439098169,381.5,436.1363636363636,320.48539012158614,73.19999999999999,73.99545454545455,7.817774453295349,6842.5,8259.59090909091,7416.053093886397,86.05000000000001,85.3,7.781479844568682,82.30000000000001,79.60454545454546,12.267202780962906,53.7,56.74090909090909,15.557287653514642,8.5,11.954545454545455,9.824542993017285,33.5,39.04545454545455,33.2629885447235,8.0,10.272727272727273,9.779384624625601,1.0,3.409090909090909,4.924758547710411,33.5,39.95454545454545,33.462811302395686,24.5,28.181818181818183,19.283934501810823,1.805,1.9195454545454547,1.1438343089831353,2.0,2.3636363636363638,2.059714602177749,0.1,0.16045454545454546,0.15911892146703097,23.0,29.272727272727273,27.544218679860617,13.0,17.0,16.43747170919166,21.0,25.454545454545453,21.268638375668964,7.5,12.181818181818182,10.581368907913946,12.5,15.636363636363637,14.062938304857694,3.0,5.7272727272727275,9.238541516421808,7.5,9.909090909090908,8.193546187957882,9.5,13.227272727272727,12.52020012840894,645.0,754.8636363636364,489.4364393243807,29.5,96.4090909090909,207.24994321118393,155.0,273.5,342.80922780267554,276.0,301.40909090909093,220.23205490722282,168.0,188.22727272727272,137.64859739073393,18.5,28.681818181818183,25.181978370097028,17.0,25.772727272727273,29.187296353007213,47.400000000000006,45.940909090909095,21.878597045012018,43.849999999999994,42.18636363636364,21.88890337383513,301.5,363.8636363636364,232.35795362913362,678.0,967.0909090909091,767.0617352128221,11.5,19.09090909090909,19.600556578368334,11.0,13.954545454545455,10.71926291321364,2.0,4.954545454545454,6.958908457970039,12.5,20.272727272727273,19.03425938414811,10.0,15.318181818181818,13.439055960454407,404.0,432.1363636363636,262.82681160877195,23.0,39.22727272727273,39.18203161822523,15.0,17.272727272727273,13.431242250747635,12.5,14.545454545454545,12.070141328431564,1.0,3.4545454545454546,6.261958256976903,6.5,26.545454545454547,34.69695646420285,53.5,60.18181818181818,45.52198460360755,10.0,24.363636363636363,28.46643044601241,14.5,22.136363636363637,22.28451406469451,50.6,48.722727272727276,18.24223074856753
